Mobile,Route,Community,Stop,Address,Longitude,Latitude,Date,Day,Frequency,Start,End,Timetable
A,A3,Grimston,Memorial Cross,"Memorial Cross, Grimston",-1.247349,52.418788,2017-10-05,Thursday,Monthly,9:55,10:10,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A3,Old Dalby,School,"School, Old Dalby",-1.247349,52.418788,2017-10-05,Thursday,Monthly,10:20,10:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A3,Old Dalby,Main Street,"Main Street, Old Dalby",-0.985294,52.810226,2017-10-05,Thursday,Monthly,10:40,10:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A3,Old Dalby,Queensway no. 37,"Queensway no. 37, Old Dalby",-1.247349,52.418788,2017-10-05,Thursday,Monthly,11:00,11:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A3,Ragdale,Phone Box,"Phone Box, Ragdale",-1.247349,52.418788,2017-10-05,Thursday,Monthly,11:50,12:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A3,Hoby,Village Hall,"Village Hall, Hoby",-1.247349,52.418788,2017-10-05,Thursday,Monthly,12:10,12:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A3,Thrussington,School,"School, Thrussington",-1.247349,52.418788,2017-10-05,Thursday,Monthly,13:45,13:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A3,Ratcliffe,Post Box,"Post Box, Ratcliffe",-1.247349,52.418788,2017-10-05,Thursday,Monthly,14:05,14:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Wymondham,Berkeley Arms,"Berkeley Arms, Wymondham",-1.247349,52.418788,2017-10-06,Friday,Monthly,9:40,10:10,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Edmonthorpe,Village Hall,"Village Hall, Edmonthorpe",-1.247349,52.418788,2017-10-06,Friday,Monthly,10:25,10:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Sewstern,Blue Dog,"Blue Dog, Sewstern",-1.247349,52.418788,2017-10-06,Friday,Monthly,11:20,11:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Buckminster,School,"School, Buckminster",-1.247349,52.418788,2017-10-06,Friday,Monthly,11:40,12:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Buckminster,Cow Row,"Cow Row, Buckminster",-1.247349,52.418788,2017-10-06,Friday,Monthly,12:30,13:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Sproxton,Bus Shelter,"Bus Shelter, Sproxton",-1.247349,52.418788,2017-10-06,Friday,Monthly,13:50,14:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Saltby,Nags Head,"Nags Head, Saltby",-1.247349,52.418788,2017-10-06,Friday,Monthly,14:30,14:45,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Stonesby,Village Green,"Village Green, Stonesby",-1.247349,52.418788,2017-10-06,Friday,Monthly,14:55,15:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Garthorpe,Phone Box,"Phone Box, Garthorpe",-1.247349,52.418788,2017-10-06,Friday,Monthly,15:30,15:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Freeby,Glen Farm,"Glen Farm, Freeby",-1.247349,52.418788,2017-10-06,Friday,Monthly,15:50,16:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Wyfordby,Old Rectory,"Old Rectory, Wyfordby",-1.247349,52.418788,2017-10-06,Friday,Monthly,16:10,16:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A4,Thorpe Arnold,The Church - Lags Lane,"The Church - Lags Lane, Thorpe Arnold",-1.247349,52.418788,2017-10-06,Friday,Monthly,16:30,16:45,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Harston,Old Barn,"Old Barn, Harston",-1.247349,52.418788,2017-10-09,Monday,Monthly,9:30,9:45,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Knipton,The Council House,"The Council House, Knipton",-1.247349,52.418788,2017-10-09,Monday,Monthly,9:50,10:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Croxton Kerrial,Highfields Crescent,"Highfields Crescent, Croxton Kerrial",-0.774059,52.851848,2017-10-09,Monday,Monthly,10:15,10:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Branston,Church,"Church, Branston",-1.247349,52.418788,2017-10-09,Monday,Monthly,10:50,11:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Eaton,30 Main Street,"30 Main Street, Eaton",-0.842291,52.828868,2017-10-09,Monday,Monthly,11:10,11:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Waltham,High Street shops,"High Street shops, Waltham",-1.247349,52.418788,2017-10-09,Monday,Monthly,11:50,12:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Waltham,School,"School, Waltham",-1.247349,52.418788,2017-10-09,Monday,Monthly,12:30,13:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Harby,Village Hall,"Village Hall, Harby",-1.247349,52.418788,2017-10-09,Monday,Monthly,14:00,14:45,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A5,Harby,School,"School, Harby",-1.247349,52.418788,2017-10-09,Monday,Monthly,14:50,15:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A6,Kirby Bellars,Village Hall,"Village Hall, Kirby Bellars",-0.932521,52.737819,2017-10-11,Wednesday,Monthly,9:25,9:45,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A6,Gaddesby,Paske Avenue,"Paske Avenue, Gaddesby",-0.979697,52.714035,2017-10-11,Wednesday,Monthly,10:05,10:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A6,Gaddesby,Village Hall,"Village Hall, Gaddesby",-1.247349,52.418788,2017-10-11,Wednesday,Monthly,10:25,10:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A6,Rearsby,School (Brookside),"School (Brookside), Rearsby",-1.247349,52.418788,2017-10-11,Wednesday,Monthly,11:05,11:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A6,Rearsby,Church Leys Avenue,"Church Leys Avenue, Rearsby",-1.035352,52.726214,2017-10-11,Wednesday,Monthly,11:40,11:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A6,Rotherby,Village Centre,"Village Centre, Rotherby",-1.247349,52.418788,2017-10-11,Wednesday,Monthly,12:10,12:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A6,Frisby,Hall Orchard Lane,"Hall Orchard Lane, Frisby",-0.970779,52.751524,2017-10-11,Wednesday,Monthly,12:30,13:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Belvoir,The Brewery,"The Brewery, Belvoir",-1.247349,52.418788,2017-10-12,Thursday,Monthly,9:55,10:10,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Muston,The Old School,"The Old School, Muston",-1.247349,52.418788,2017-10-12,Thursday,Monthly,10:25,10:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Easthorpe,Castle View Road,"Castle View Road, Easthorpe",-1.247349,52.418788,2017-10-12,Thursday,Monthly,11:00,11:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Redmile,School,"School, Redmile",-1.247349,52.418788,2017-10-12,Thursday,Monthly,11:30,11:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Barkstone,The New Causeway,"The New Causeway, Barkstone",-1.247349,52.418788,2017-10-12,Thursday,Monthly,12:00,12:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Plungar,5 Barkstone Lane,"5 Barkstone Lane, Plungar",-1.247349,52.418788,2017-10-12,Thursday,Monthly,12:25,12:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Stathern,6 Blacksmiths End,"6 Blacksmiths End, Stathern",-1.247349,52.418788,2017-10-12,Thursday,Monthly,13:20,13:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Eastwell,Phone Box,"Phone Box, Eastwell",-1.247349,52.418788,2017-10-12,Thursday,Monthly,14:00,14:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Goadby Marwood,Main Street nr junction,"Main Street nr junction, Goadby Marwood",-1.247349,52.418788,2017-10-12,Thursday,Monthly,14:25,14:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Chadwell,Village top,"Village top, Chadwell",-1.247349,52.418788,2017-10-12,Thursday,Monthly,14:50,15:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A7,Wycomb,Wyggeston Cottage,"Wyggeston Cottage, Wycomb",-1.247349,52.418788,2017-10-12,Thursday,Monthly,15:05,15:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,Burton Lazars,Cross Lane/Pepper Lane,"Cross Lane/Pepper Lane, Burton Lazars",-1.247349,52.418788,2017-10-13,Friday,Monthly,10:00,10:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,Pickwell,Village Green,"Village Green, Pickwell",-1.247349,52.418788,2017-10-13,Friday,Monthly,10:35,10:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,Burrough,Stag and Hounds,"Stag and Hounds, Burrough",-1.247349,52.418788,2017-10-13,Friday,Monthly,11:05,11:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,John O'Gaunt,Village Centre,"Village Centre, John O'Gaunt",-1.247349,52.418788,2017-10-13,Friday,Monthly,11:35,11:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,Twyford,Main Street,"Main Street, Twyford",-0.916497,52.697529,2017-10-13,Friday,Monthly,12:35,12:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,Thorpe Satchville,Salters Hill Drive,"Salters Hill Drive, Thorpe Satchville",-1.247349,52.418788,2017-10-13,Friday,Monthly,13:00,13:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,Ashby Folville,Carrington Arms,"Carrington Arms, Ashby Folville",-1.247349,52.418788,2017-10-13,Friday,Monthly,13:50,14:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A8,Great Dalby,Royal Oak Pub,"Royal Oak Pub, Great Dalby",-1.247349,52.418788,2017-10-13,Friday,Monthly,14:20,14:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Wymeswold,Trinity Crescent,"Trinity Crescent, Wymeswold",-1.110772,52.804058,2017-10-16,Monday,Monthly,9:45,10:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Wymeswold,London Lane (Opp Appleton Dr),"London Lane (Opp Appleton Dr), Wymeswold",-1.247349,52.418788,2017-10-16,Monday,Monthly,10:10,10:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Wymeswold,Brook Street (next to Post Box),"Brook Street (next to Post Box), Wymeswold",-1.247349,52.418788,2017-10-16,Monday,Monthly,10:35,11:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Burton on the Wolds,The Greyhound Pub,"The Greyhound Pub, Burton on the Wolds",-1.097807,52.78602,2017-10-16,Monday,Monthly,11:30,11:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Burton on the Wolds,Springfield Close (Outside no.29),"Springfield Close (Outside no.29), Burton on the Wolds",-1.097807,52.78602,2017-10-16,Monday,Monthly,11:55,12:10,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Walton on the Wolds,The Green,"The Green, Walton on the Wolds",-1.118125,52.770719,2017-10-16,Monday,Monthly,12:20,12:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Seagrave,Green Lane (Opp Green Lane Cl),"Green Lane (Opp Green Lane Cl), Seagrave",-1.247349,52.418788,2017-10-16,Monday,Monthly,13:15,13:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Willoughby on the Wolds,London Lane (Opp The Forge),"London Lane (Opp The Forge), Willoughby on the Wolds",-1.055452,52.825184,2017-10-16,Monday,Monthly,14:00,14:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A9,Willoughby on the Wolds,Main Street Primary School,"Main Street Primary School, Willoughby on the Wolds",-1.055452,52.825184,2017-10-16,Monday,Monthly,14:20,14:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,"Maxwell Drive, Gorse Covert","Maxwell Drive, Gorse Covert, Loughborough",-1.219953,52.769093,2017-10-18,Wednesday,Monthly,10:00,10:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,Watermead Lane,"Watermead Lane, Loughborough",-1.236098,52.753787,2017-10-18,Wednesday,Monthly,10:50,11:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,Valley Road Shops,"Valley Road Shops, Loughborough",-1.219953,52.769093,2017-10-18,Wednesday,Monthly,11:25,11:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,Woodbrook Road (Layby),"Woodbrook Road (Layby), Loughborough",-1.219953,52.769093,2017-10-18,Wednesday,Monthly,11:55,12:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,Holywell Drive (Opp. Shops),"Holywell Drive (Opp. Shops), Loughborough",-1.219953,52.769093,2017-10-18,Wednesday,Monthly,12:50,13:10,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,Rockingham Road,"Rockingham Road, Loughborough",-1.219953,52.769093,2017-10-18,Wednesday,Monthly,14:00,14:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,Wain Drive,"Wain Drive, Loughborough",-1.242556,52.784423,2017-10-18,Wednesday,Monthly,14:20,14:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A10,Loughborough,Robert Bakewell School,"Robert Bakewell School, Loughborough",-1.219953,52.769093,2017-10-18,Wednesday,Monthly,14:45,15:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Somerby,School,"School, Somerby",-1.247349,52.418788,2017-10-19,Thursday,Monthly,10:00,10:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Somerby,Owston Road,"Owston Road, Somerby",-0.843737,52.680382,2017-10-19,Thursday,Monthly,10:35,10:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Knossington,Grange School,"Grange School, Knossington",-1.247349,52.418788,2017-10-19,Thursday,Monthly,11:00,11:10,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Knossington,Village Hall/Playgroup,"Village Hall/Playgroup, Knossington",-1.247349,52.418788,2017-10-19,Thursday,Monthly,11:15,11:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Cold Overton,The Hall,"The Hall, Cold Overton",-1.247349,52.418788,2017-10-19,Thursday,Monthly,11:45,12:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Owston,Village Hall,"Village Hall, Owston",-1.247349,52.418788,2017-10-19,Thursday,Monthly,12:25,12:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Marefield,Snows Farm,"Snows Farm, Marefield",-1.247349,52.418788,2017-10-19,Thursday,Monthly,13:25,13:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Lowesby,Telephone Box,"Telephone Box, Lowesby",-1.247349,52.418788,2017-10-19,Thursday,Monthly,13:55,14:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Keyham,7 King Street,"7 King Street, Keyham",-1.247349,52.418788,2017-10-19,Thursday,Monthly,14:25,14:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A11,Hungarton,Main Street Post Box,"Main Street Post Box, Hungarton",-1.247349,52.418788,2017-10-19,Thursday,Monthly,14:45,15:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Rothley,Thurcaston Lane (Cedar House),"Thurcaston Lane (Cedar House), Rothley",-1.247349,52.418788,2017-10-20,Friday,Monthly,10:00,10:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Cropston,Station Road (Outside no. 153),"Station Road (Outside no. 153), Cropston",-1.247349,52.418788,2017-10-20,Friday,Monthly,10:20,10:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Cropston,Bradgate Arms Pub,"Bradgate Arms Pub, Cropston",-1.247349,52.418788,2017-10-20,Friday,Monthly,10:40,10:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Woodhouse Eaves,Perry Close,"Perry Close, Woodhouse Eaves",-1.247349,52.418788,2017-10-20,Friday,Monthly,11:10,11:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Woodhouse Eaves,Windmill Rise,"Windmill Rise, Woodhouse Eaves",-1.247349,52.418788,2017-10-20,Friday,Monthly,11:35,11:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Woodhouse Eaves,Main Street/ Rawlins Close,"Main Street/ Rawlins Close, Woodhouse Eaves",-1.247349,52.418788,2017-10-20,Friday,Monthly,12:00,12:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Woodhouse Eaves,Brand Lane,"Brand Lane, Woodhouse Eaves",-1.247349,52.418788,2017-10-20,Friday,Monthly,12:35,12:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Woodhouse,Briscoe Lane,"Briscoe Lane, Woodhouse",-1.203395,52.734639,2017-10-20,Friday,Monthly,13:35,13:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Quorn,Sutton Close,"Sutton Close, Quorn",-1.247349,52.418788,2017-10-20,Friday,Monthly,14:00,14:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A12,Loughborough,Cobden Street School,"Cobden Street School, Loughborough",-1.219953,52.769093,2017-10-20,Friday,Monthly,14:30,15:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Althorpe Drive,"Althorpe Drive, Loughborough",-1.242006,52.773453,2017-10-23,Monday,Monthly,10:00,10:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Buckingham Road/Cothelstone Ave,"Buckingham Road/Cothelstone Ave, Loughborough",-1.219953,52.769093,2017-10-23,Monday,Monthly,10:25,10:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Windsor Road/Hanover Court,"Windsor Road/Hanover Court, Loughborough",-1.219953,52.769093,2017-10-23,Monday,Monthly,10:45,11:05,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Storer Road,"Storer Road, Loughborough",-1.218122,52.773373,2017-10-23,Monday,Monthly,11:25,11:45,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Glebe Street,"Glebe Street, Loughborough",-1.199446,52.778469,2017-10-23,Monday,Monthly,11:55,12:10,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Belton Road,"Belton Road, Loughborough",-1.202199,52.77956,2017-10-23,Monday,Monthly,12:20,12:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Windleden Court,"Windleden Court, Loughborough",-1.219953,52.769093,2017-10-23,Monday,Monthly,13:30,13:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Sharpley Road,"Sharpley Road, Loughborough",-1.244092,52.764104,2017-10-23,Monday,Monthly,13:55,14:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Ravensthorpe Drive,"Ravensthorpe Drive, Loughborough",-1.249588,52.765717,2017-10-23,Monday,Monthly,14:20,14:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A13,Loughborough,Stonebow School,"Stonebow School, Loughborough",-1.219953,52.769093,2017-10-23,Monday,Monthly,14:45,15:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Wilton Ave,"Wilton Ave, Loughborough",-1.196549,52.761507,2017-10-25,Wednesday,Monthly,10:00,10:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Great Central Road,"Great Central Road, Loughborough",-1.195954,52.768506,2017-10-25,Wednesday,Monthly,10:30,11:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,White House Ave,"White House Ave, Loughborough",-1.219953,52.769093,2017-10-25,Wednesday,Monthly,11:10,11:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Parklands Drive,"Parklands Drive, Loughborough",-1.214036,52.756036,2017-10-25,Wednesday,Monthly,11:40,12:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Silverton Road,"Silverton Road, Loughborough",-1.216403,52.753782,2017-10-25,Wednesday,Monthly,12:05,12:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Ledbury Road,"Ledbury Road, Loughborough",-1.220436,52.751047,2017-10-25,Wednesday,Monthly,13:05,13:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Jetcott Road,"Jetcott Road, Loughborough",-1.219953,52.769093,2017-10-25,Wednesday,Monthly,13:35,13:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Hazel Road,"Hazel Road, Loughborough",-1.21074,52.752752,2017-10-25,Wednesday,Monthly,13:55,14:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A14,Loughborough,Outwoods Edge School,"Outwoods Edge School, Loughborough",-1.219953,52.769093,2017-10-25,Wednesday,Monthly,14:20,15:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Swithland,Main Street,"Main Street, Swithland",-1.189391,52.713247,2017-10-26,Thursday,Monthly,9:40,9:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
