Route,Stop,Community,Address,Easting,Northing,Date,Day,Frequency,Start,End,Timetable
P,Spaxton School,Spaxton,"Spaxton School, Spaxton, TA5 1BS",322651,136841,2017-02-01,Wednesday,4,10:50,11:20,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
P,Entrance to Halswell House,Goathurst,"Entrance to Halswell House, Goathurst, TA5 2DE",325668,134434,2017-02-01,Wednesday,4,11:35,11:55,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
P,Durston Village Hall,Durston,"Durston Village Hall, Durston, TA3 5AG",328916,128077,2017-02-01,Wednesday,4,12:15,12:35,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
P,Outwood Rd Station Post Box,Durston,"Outwood Rd Station Post Box, Durston, TA3 5AJ",330612,128286,2017-02-01,Wednesday,4,12:40,13:00,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
P,Queens Square,North Curry,"Queens Square, North Curry, TA3 6JS",331875,125336,2017-02-01,Wednesday,4,13:40,14:25,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
P,Stoke Road,North Curry,"Stoke Road, North Curry, TA3 6HW",332506,126054,2017-02-01,Wednesday,4,14:30,14:45,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
P,Stoke St Gregory Village Hall,Stoke St Gregory,"Stoke St Gregory Village Hall, Stoke St Gregory, TA3 6EG",334692,127038,2017-02-01,Wednesday,4,14:55,15:25,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Creech St Michael Village Hall,Creech St Michael,"Creech St Michael Village Hall, Creech St Michael, TA3 5QQ",327237,125634,2017-02-02,Thursday,4,9:20,9:40,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Hatch Beauchamp Village Hall,Hatch Beauchamp,"Hatch Beauchamp Village Hall, Hatch Beauchamp, TA3 6SQ",330414,120409,2017-02-02,Thursday,4,9:55,10:20,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Neroche School,Broadway,"Neroche School, Broadway, TA19 9RG",332249,115448,2017-02-02,Thursday,4,10:35,11:15,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Merrifields,Ilton,"Merrifields, Ilton, TA19 9HA",334683,117240,2017-02-02,Thursday,4,11:30,11:45,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Ilton School,Ilton,"Ilton School, Ilton, TA19 9EX",335109,117440,2017-02-02,Thursday,4,11:50,12:15,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Isle Abbotts Village Hall,Isle Abbotts,"Isle Abbotts Village Hall, Isle Abbotts, TA3 6RR",334906,120558,2017-02-02,Thursday,4,12:30,12:50,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,St Martins Close,Fivehead,"St Martins Close, Fivehead, TA3 6PW",335359,122781,2017-02-02,Thursday,4,13:00,13:20,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Isle Brewers Garage,Isle Brewers,"Isle Brewers Garage, Isle Brewers, TA3 6QN",336898,121003,2017-02-02,Thursday,4,14:00,14:20,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Allen's Farm,Beercrocombe,"Allen's Farm, Beercrocombe, TA3 6AG",332283,120407,2017-02-02,Thursday,4,14:40,15:00,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
Q,Slough,West Hatch,"Slough, West Hatch, TA3 5RW",327558,121226,2017-02-02,Thursday,4,15:15,15:30,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Stockmoor School,North Petherton,"Stockmoor School, North Petherton, TA6 6AH",330216,135068,2017-02-03,Friday,4,9:30,10:00,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Gardens Children's Centre,Bridgwater,"Gardens Children's Centre, Bridgwater, TA6 5HT",330606,136841,2017-02-03,Friday,4,10:15,10:45,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,College Children's Centre,Bridgwater,"College Children's Centre, Bridgwater, TA6 4PZ",331024,137335,2017-02-03,Friday,4,10:55,11:55,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Chedzoy Lane Pre-school,Chedzoy,"Chedzoy Lane Pre-school, Chedzoy, TA7 8QW",332296,138473,2017-02-03,Friday,4,12:05,12:25,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Stawell Village Hall,Stawell,"Stawell Village Hall, Stawell, TA7 9AE",336913,138252,2017-02-03,Friday,4,12:35,12:55,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Tapmoor Road Junction,Moorlinch,"Tapmoor Road Junction, Moorlinch, TA7 9BZ",339225,137322,2017-02-03,Friday,4,13:40,14:00,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Chapel,Henley,"Chapel, Henley, TA10 9BH",343709,132341,2017-02-03,Friday,4,14:20,14:40,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Community Centre,Westonzoyland,"Community Centre, Westonzoyland, TA7 0EX",335554,134920,2017-02-03,Friday,4,15:00,15:30,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
R,Main Road Bus Stop,Middlezoy,"Main Road Bus Stop, Middlezoy, TA7 0NJ",337610,132710,2017-02-03,Friday,4,15:40,16:00,http://www:somerset:gov:uk/EasySiteWeb/GatewayLink:aspx?alId=118030
